id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4071007,cozy 1 br in exposed brick soho apt,10135,jason,Manhattan,SoHo,40.71995,-73.99975,Private room,120,3,71,2019-06-11,1,2,304
4074248,skylight room in bk duplex in williamsburg,6459254,todd,Brooklyn,Williamsburg,40.71413,-73.94868,Private room,100,4,32,2019-06-09,0,1,0
4074892,huge shared apt near times sq & convention center,13322263,aj,Manhattan,Hell's Kitchen,40.75735,-73.99603,Private room,125,10,12,2016-10-16,0,1,0
4076084,alcove studio & terrace best part of williamsburg,7116594,russell,Brooklyn,Williamsburg,40.71009,-73.96471,Entire home/apt,132,3,2,2017-12-30,0,1,0
4077090,quiet haven in park slope huge 2br,316474,ellie,Brooklyn,South Slope,40.66693,-73.98801,Entire home/apt,225,2,66,2019-01-02,1,1,158
4077427,bright modern loft in williamsburg,4148174,daniel,Brooklyn,Williamsburg,40.70808,-73.94757,Entire home/apt,175,2,2,2014-10-12,0,1,0
4077428,amazing park view in the les,21149119,david,Manhattan,Chinatown,40.71585,-73.99014,Entire home/apt,225,3,2,2015-10-04,0,1,221
4077460,brooklyn modern 2 br garden floor,21149129,jenny,Brooklyn,Bedford-Stuyvesant,40.69013,-73.92805,Entire home/apt,215,1,167,2019-06-20,2,1,250
4081707,red hook architectural with huge outdoor area,4792032,cee,Brooklyn,Red Hook,40.67815,-74.01443,Entire home/apt,300,7,9,2019-04-23,0,1,32
4081800,classic brownstone apartment,4835582,julia,Manhattan,Harlem,40.80856,-73.94573,Entire home/apt,130,2,185,2019-06-17,3,1,300
4081926,1 bdr apartment  7 mins from jfk 5 star rated,21171867,jennifer and basil,Queens,Springfield Gardens,40.67425,-73.75796,Entire home/apt,110,1,279,2019-06-16,5,1,355
4082062,unique room w2 twin bedswifimetro quietsafe,310670,vie,Bronx,Eastchester,40.8806,-73.83433,Private room,75,2,37,2019-06-16,0,13,364
4082357,big bedroom in brooklyn,3801427,liz,Brooklyn,Greenpoint,40.72631,-73.94127,Private room,36,14,18,2019-04-27,0,1,0
4083049,modern brooklyn brownstone,1335736,ozlem,Brooklyn,Bedford-Stuyvesant,40.68634,-73.92516,Entire home/apt,299,4,8,2017-08-02,0,1,279
4084603,prime east village 1 bedroom,7861502,aviad,Manhattan,East Village,40.72878,-73.98521,Entire home/apt,200,1,1,2015-05-24,0,1,0
4085647,cozy and convenient  spacious 1 bedroom apartment,21145652,kathisha,Brooklyn,East New York,40.65741,-73.87854,Entire home/apt,110,3,9,2018-12-21,0,1,36
4088506,modern central wburg 2br wrooftop,2436652,krzysztof,Brooklyn,Williamsburg,40.71381,-73.96065,Entire home/apt,160,30,44,2019-06-10,0,1,226
4089102,serenity near manhattan,21183428,jae owens wife,Brooklyn,Bedford-Stuyvesant,40.68407,-73.95487,Entire home/apt,152,3,146,2019-05-24,2,2,287
4089189,stunning parlor garden apartment,5317124,caroline,Brooklyn,Clinton Hill,40.6921,-73.96797,Entire home/apt,145,3,16,2019-06-15,0,1,96
4089492,bushwick 1 block from jefferson l,21210898,fagan,Brooklyn,Bushwick,40.70794,-73.92168,Private room,120,2,11,2019-06-22,0,2,365
4089915,private airy 1 bedroom apt in central bushwick,2917387,emily,Brooklyn,Bushwick,40.7041,-73.92476,Entire home/apt,84,3,120,2019-06-19,2,1,224
4090748,entire manhattan apt in upper east,21217401,yong,Manhattan,Upper East Side,40.76965,-73.96258,Entire home/apt,160,5,13,2016-09-20,0,1,0
4091629,do drop in llc,21222224,erica,Brooklyn,Bedford-Stuyvesant,40.68387,-73.95373,Entire home/apt,150,5,14,2017-12-27,0,2,363
4092826,forest hills villa,21228368,jessica,Queens,Forest Hills,40.71291,-73.84678,Entire home/apt,180,2,105,2019-06-25,1,5,190
4093399,dominiques nychic  quiet roomwifimetro,310670,vie,Bronx,Eastchester,40.88009,-73.83442,Private room,68,2,41,2019-01-01,0,13,365
4093511,soho 1 bedroom,21232737,donour,Manhattan,SoHo,40.72651,-74.00014,Entire home/apt,125,1,0,,0,1,1
4093591,1 room & 1 bath,11090576,michael,Brooklyn,Bushwick,40.69216,-73.90859,Private room,25,1,8,2015-01-15,0,1,0
4096470,the thompson suite,4065620,debbie,Brooklyn,Bedford-Stuyvesant,40.68663,-73.9379,Entire home/apt,155,3,1,2019-07-01,1,2,342
4097279,a room with a window,2705041,alexa,Manhattan,East Village,40.73131,-73.98321,Private room,105,2,0,,0,1,0
4097284,bklyn private three bedroom,11948817,leslie,Brooklyn,Canarsie,40.63056,-73.89043,Entire home/apt,75,2,91,2019-06-09,1,2,289
4098078,hamilton heights convent ave apartment,15277039,ryan,Manhattan,Harlem,40.8236,-73.94743,Private room,80,4,2,2015-12-31,0,1,0
4098271,spacious bedroom les,20245055,sade,Manhattan,Lower East Side,40.71273,-73.9882,Private room,72,3,56,2019-06-30,0,2,304
4098814,private single room,1539749,edward,Brooklyn,Bedford-Stuyvesant,40.68641,-73.94735,Private room,52,2,29,2019-05-05,0,4,335
4102208,convenient clean and chic apartment,21279472,zheni,Brooklyn,Carroll Gardens,40.67335,-73.99886,Entire home/apt,125,3,93,2019-06-21,1,1,30
4102483,sunny room on quiet block,4473954,milena,Manhattan,Upper West Side,40.78156,-73.97796,Private room,85,29,10,2018-12-01,0,1,241
4103623,prospect park neighborhood retreat,61463,channa,Brooklyn,Windsor Terrace,40.65157,-73.97383,Private room,58,4,18,2019-07-01,0,1,58
4103970,private room in hip east williamsburggreenpoint,1637916,mandy,Brooklyn,Greenpoint,40.72122,-73.94121,Private room,100,1,36,2019-06-21,2,1,335
4108547,east village queen bed  breakfast   subway 2 blk,21315876,helen,Manhattan,East Village,40.72333,-73.98838,Private room,65,1,139,2019-06-27,3,2,103
4108799,gorgeous big & bright greenpoint apt,622779,kat,Brooklyn,Greenpoint,40.72452,-73.93916,Entire home/apt,300,1,12,2018-03-30,0,1,362
4109246,calm bushwick roomnext to subway,7714918,carrieanne,Brooklyn,Bushwick,40.70569,-73.92268,Private room,40,28,191,2019-05-15,3,2,95
4109420,accessible large & stylish 2br apt in astoria,19914713,samantha,Queens,Astoria,40.76177,-73.91359,Entire home/apt,110,2,47,2019-07-07,0,2,0
4110645,art deco apartment in brooklyn,21327210,david,Brooklyn,Bay Ridge,40.63745,-74.02534,Private room,85,2,45,2019-06-22,0,2,90
4115327,the garden apartment,21352288,deborah lily,Brooklyn,South Slope,40.66617,-73.98627,Entire home/apt,158,3,87,2019-06-26,1,1,204
4116403,bright room in great location,4314639,brad,Brooklyn,Crown Heights,40.67284,-73.9521,Private room,65,1,0,,0,1,0
4117134,beautiful room in the heart of nyc hells kitchen,4934489,jessica,Manhattan,Hell's Kitchen,40.76032,-73.99076,Private room,100,2,8,2018-12-09,0,3,0
4117817,east williamsburg oasis,4516038,zak,Brooklyn,Williamsburg,40.71673,-73.94316,Private room,64,5,4,2016-09-11,0,1,0
4118244,3lvpenthouse nyc skyline subwy 50m,21362718,rafael,Brooklyn,Carroll Gardens,40.67823,-73.99515,Entire home/apt,395,4,33,2018-05-18,0,1,158
4118907,charming 2bedroom townhouse apt,21367938,rayna,Queens,Sunnyside,40.74947,-73.91472,Entire home/apt,120,10,30,2017-06-22,0,1,142
4119763,large sunny 25 min to central park,10172703,haynoor,Bronx,Norwood,40.87184,-73.88622,Private room,51,4,109,2019-07-04,1,1,212
4119794,large studio in seaport area,21371406,anthony,Manhattan,Two Bridges,40.70989,-74.00105,Entire home/apt,149,6,1,2018-01-01,0,1,0
4120122,cosy room in williamsburg,21373495,lara,Brooklyn,Williamsburg,40.7105,-73.9438,Private room,65,1,113,2019-06-21,3,1,308
4120182,master bedroom,21228368,jessica,Queens,Forest Hills,40.71293,-73.84915,Private room,70,1,11,2016-11-05,0,5,183
4121110,upper west side studio with private terrace,1923075,andrew,Manhattan,Upper West Side,40.79145,-73.97709,Entire home/apt,170,5,1,2014-10-19,0,1,0
4121173,large studio in luxury building,17249397,sushant,Manhattan,Financial District,40.70499,-74.00819,Entire home/apt,150,1,2,2015-06-07,0,2,0
4121363,large garden alcove studio apartment in manhattan,21380762,rachel,Manhattan,East Harlem,40.80738,-73.93707,Entire home/apt,75,30,6,2019-05-22,0,1,203
4125398,private room in prime uws duplex,21400083,katherine,Manhattan,Upper West Side,40.78732,-73.97489,Private room,100,1,10,2016-08-17,0,1,0
4125515,cute room in large crown heights apartment,21400616,lekethia,Brooklyn,Crown Heights,40.67673,-73.9362,Private room,38,2,12,2018-01-01,0,2,351
4126452,quiet two bedroom apartment,21405141,altin,Manhattan,Gramercy,40.73327,-73.98503,Entire home/apt,200,3,13,2015-10-19,0,1,157
4126676,great apt 5min from time square nyc,19802029,roger,Manhattan,Hell's Kitchen,40.76468,-73.98514,Entire home/apt,145,7,37,2019-02-11,0,1,97
4127402,brand new furnished brooklyn apt,21336880,madison,Brooklyn,Crown Heights,40.67822,-73.95883,Entire home/apt,150,5,14,2016-11-01,0,1,0
4127524,entire 1bd apt in long island city,828682,leora,Queens,Long Island City,40.74264,-73.95122,Entire home/apt,200,1,2,2015-12-01,0,1,0
4128337,entire apartment  charming 1br20min to downtown,20543178,pervaiz,Brooklyn,Bedford-Stuyvesant,40.67879,-73.93653,Entire home/apt,125,2,191,2019-06-23,3,2,311
4128428,sunny bedroom in quirky apartment,21416490,elizabeth,Manhattan,Murray Hill,40.74713,-73.98075,Private room,175,2,8,2019-06-07,0,1,177
4128450,sunny spacious 1br in bococa,6885530,p,Brooklyn,Cobble Hill,40.6883,-73.99132,Entire home/apt,180,2,2,2014-10-18,0,1,0
4128603,cute 1 bedroom apt in east village,8280108,prune,Manhattan,East Village,40.72884,-73.98277,Entire home/apt,175,3,6,2016-06-05,0,1,18
4129195,2 sleeping areas for 2 people together 2 singles,702419,lars,Manhattan,Chelsea,40.75097,-73.99562,Entire home/apt,175,14,78,2019-03-10,1,1,0
4129212,large 1 bedroom apartment with office room,11555258,patrick,Brooklyn,Kensington,40.64449,-73.97238,Private room,50,3,8,2016-07-25,0,2,14
4129365,beautiful sunlight in quiet apt,21422095,timothy,Brooklyn,Flatbush,40.64335,-73.96316,Entire home/apt,109,2,37,2019-06-16,0,1,356
4129487,peaceful retreat in a brownstone,18397763,seun and marie,Brooklyn,Bedford-Stuyvesant,40.68706,-73.93077,Private room,67,2,21,2019-05-21,0,7,58
4129513,haven of tranquility in bedstuy,18397763,seun and marie,Brooklyn,Bedford-Stuyvesant,40.68707,-73.93247,Private room,57,2,22,2019-03-06,0,7,71
4129541,wonderful getaway in bedstuy,18397763,seun and marie,Brooklyn,Bedford-Stuyvesant,40.68627,-73.93131,Private room,77,2,38,2019-03-16,0,7,66
4129909,great view only one block to metro,9234456,angelo,Brooklyn,Bedford-Stuyvesant,40.69485,-73.93387,Private room,80,2,61,2019-05-09,1,2,0
4129992,country in the city,20169986,victoria,Brooklyn,Flatbush,40.63146,-73.96486,Entire home/apt,85,3,12,2018-09-21,0,1,97
4130266,spacious sunny room,21020951,claudina,Brooklyn,Bedford-Stuyvesant,40.69562,-73.93792,Private room,86,2,11,2018-01-01,0,5,311
4132116,beautiful house top floor 13 large bedrooms,15908653,gil,Brooklyn,Flatbush,40.63268,-73.96059,Private room,120,2,114,2019-04-07,1,2,312
4134035,sunny studio in brooklyn,7677048,florrie,Brooklyn,Downtown Brooklyn,40.69682,-73.9837,Entire home/apt,140,3,131,2019-06-29,3,1,28
4135674,warm & lovely garden duplex in bk,2011110,rebecca,Brooklyn,Fort Greene,40.68786,-73.97339,Entire home/apt,300,1,5,2015-07-10,0,1,0
4135848,cozy bedroom with en suite bathroom,21455632,venessa,Manhattan,Harlem,40.82498,-73.93629,Private room,90,1,5,2017-08-26,0,1,0
4135876,the studio harlem brownstone,21455957,jason & agnes,Manhattan,Harlem,40.81892,-73.94647,Private room,70,3,86,2019-01-15,1,2,157
4136252,chic nyc apt  near train & 42st st,14952623,ammy,Manhattan,Harlem,40.80985,-73.94348,Private room,90,2,82,2018-02-01,1,1,0
4136596,entire home1 bedroom apt les,21459667,joanna,Manhattan,Lower East Side,40.72005,-73.98649,Entire home/apt,200,30,35,2019-06-26,0,1,286
4137414,sunny charming and zen,9232428,scott,Manhattan,East Village,40.72934,-73.98603,Entire home/apt,135,1,6,2015-12-27,0,1,0
4137415,private room overlooking yard in prime bushwick,7410674,jess and josh,Brooklyn,Bushwick,40.70495,-73.9209,Private room,37,1,202,2019-07-01,3,1,73
4137645,beautiful williamsburg private room,11134688,noelle,Brooklyn,Williamsburg,40.71243,-73.95655,Private room,60,1,1,2014-09-23,0,1,0
4137680,luxury entire apt steps to central park,3507684,michael,Manhattan,Upper West Side,40.77607,-73.98035,Entire home/apt,419,2,10,2019-04-21,0,1,10
4137756,gorgeous newlyrenovated apt,3145112,emma,Queens,Ridgewood,40.70293,-73.90771,Entire home/apt,130,7,2,2016-01-07,0,1,0
4137789,sunny 2br in brooklyn townhouse steps to subway,21466751,elizabeth,Brooklyn,Windsor Terrace,40.65282,-73.97394,Entire home/apt,180,3,56,2019-05-28,0,1,121
4137900,beautiful apartment on the ues,6087686,tal,Manhattan,Upper East Side,40.76968,-73.9593,Entire home/apt,160,2,7,2016-05-03,0,1,0
4137979,williamsburggreenpoint studio,7243674,eric,Brooklyn,Greenpoint,40.72126,-73.94328,Entire home/apt,125,2,204,2019-06-30,3,1,71
4140622,spacious room in bedstuy,21480710,theodore,Brooklyn,Bedford-Stuyvesant,40.68514,-73.93207,Entire home/apt,100,1,0,,0,2,0
4140776,basement,21228368,jessica,Queens,Forest Hills,40.71146,-73.84677,Private room,65,4,20,2019-05-25,0,5,133
4142125,modern south slope studio w view,18189742,kat,Brooklyn,Sunset Park,40.66355,-73.99547,Entire home/apt,140,1,0,,0,1,0
4144519,1 bedroom & semi private living area,1756624,samer,Queens,Sunnyside,40.74059,-73.91985,Private room,79,3,23,2018-08-31,0,1,88
4144630,bedford ave,21500500,juan,Brooklyn,Williamsburg,40.71794,-73.95682,Private room,125,2,0,,0,1,0
4144849,cozy little studio in chelsea,21501965,yulia,Manhattan,Chelsea,40.74411,-74.00204,Entire home/apt,115,3,33,2019-06-15,0,1,11
4145124,studio apt,651818,lucio,Manhattan,Hell's Kitchen,40.7555,-73.9926,Private room,100,23,12,2018-08-04,0,1,23
4145494,very sunny private room with bath,21505913,geri,Brooklyn,Crown Heights,40.67205,-73.95092,Private room,90,12,24,2017-06-19,0,1,64
4148088,central harlem private studio,11950557,loni & russ,Manhattan,Harlem,40.80709,-73.94952,Entire home/apt,135,2,232,2019-06-23,4,1,192
4148280,comfy and smart on prospect park,4375988,keturah,Brooklyn,Prospect-Lefferts Gardens,40.66079,-73.95693,Private room,50,3,47,2019-03-31,0,3,76
4150932,cozy bedroom in bk apt,7848968,morgan,Brooklyn,Prospect Heights,40.67579,-73.9679,Private room,71,2,174,2019-07-03,3,2,3
4150972,1 bdrm apt 15 mins from manhattan,21535262,cecilia,Queens,Ridgewood,40.70599,-73.89755,Entire home/apt,80,30,4,2017-02-01,0,1,220
4152752,location is everything and quiet too,21546973,niko,Manhattan,Hell's Kitchen,40.76444,-73.98965,Private room,103,1,394,2019-06-30,6,1,237
4154009,luxury one bedroom view on cp,17477908,mat,Manhattan,Upper West Side,40.79545,-73.96595,Entire home/apt,250,30,5,2017-08-02,0,10,303
4155012,true 1 br in prime east village,21560088,sarah,Manhattan,East Village,40.72784,-73.99104,Entire home/apt,219,2,9,2017-09-22,0,1,0
4155099,large group friendly rental,11948817,leslie,Brooklyn,Canarsie,40.62864,-73.89265,Entire home/apt,225,2,11,2019-06-02,0,2,305
4156015,cozy east river 1 bed1 bath,21565088,zvipco  llc robert,Manhattan,East Harlem,40.79591,-73.93316,Entire home/apt,99,1,50,2019-07-06,0,1,333
4157064,16 x 11 furnished br with balcony,3563,arnie,Brooklyn,Sunset Park,40.64076,-74.0224,Private room,35,6,1,2014-11-28,0,1,0
4157451,bedroom in manhattan  prime location,9432174,daniel,Manhattan,Upper East Side,40.76805,-73.95424,Private room,90,4,87,2019-06-13,2,1,10
4158078,private room in loft,19139700,tanya,Queens,Ridgewood,40.69518,-73.9038,Private room,47,30,4,2017-08-05,0,1,157
4160934,luxury private 2 beds nr c3 subways,17462748,steven,Brooklyn,Crown Heights,40.67495,-73.93845,Private room,75,5,125,2019-06-27,2,5,108
4161127,an open and peaceful space great for families,6580488,sandy,Brooklyn,Windsor Terrace,40.65337,-73.97483,Entire home/apt,170,4,43,2019-06-27,0,1,275
4162292,charming full 1br apt wbackyard,21601222,joan,Brooklyn,Flatbush,40.63512,-73.95815,Entire home/apt,150,3,37,2019-07-01,0,1,320
4162519,happy cozy manchi guest room,1267556,mari j,Brooklyn,Flatbush,40.63995,-73.96196,Shared room,30,1,81,2019-06-29,1,1,319
4163020,gorgeous uws apt with own full bath,6897051,corey,Manhattan,Upper West Side,40.78398,-73.97795,Private room,119,4,7,2017-05-11,0,2,0
4163710,cozy private room in beautiful apt,21609476,beatrice,Brooklyn,Midwood,40.6251,-73.96163,Private room,40,15,1,2014-11-03,0,1,0
4163742,lovely 1br in ft greene,17451048,ritchie,Brooklyn,Fort Greene,40.6888,-73.97635,Entire home/apt,85,2,1,2016-10-22,0,1,0
4163781,sun soaked & cozy pr williamsburg,1401835,danielle,Brooklyn,Williamsburg,40.71007,-73.95653,Private room,99,3,19,2019-07-06,0,3,354
4163804,classic uws 1 bed in doorman bldg,15573381,lindsay,Manhattan,Upper West Side,40.78085,-73.98471,Entire home/apt,250,1,0,,0,1,0
4165278,huge room in an amazing location,4403262,adam,Manhattan,Lower East Side,40.71906,-73.98433,Private room,79,9,5,2016-08-15,0,1,0
4168660,northside williamsburg private bdrm,20979241,amy,Brooklyn,Williamsburg,40.72022,-73.96055,Private room,60,3,5,2016-05-19,0,1,0
4168812,private 1br apt free wifi & direct tv,5243122,r,Brooklyn,Bedford-Stuyvesant,40.6805,-73.93775,Entire home/apt,115,3,131,2019-06-22,2,2,241
4169094,room in 2br apt location by nwm60busbeer garden,21634948,monika,Queens,Ditmars Steinway,40.77375,-73.91646,Private room,90,3,17,2019-06-30,0,1,340
4169840,trendy bushwick neighborhood,9452830,david,Brooklyn,Bushwick,40.70732,-73.91926,Private room,65,1,32,2015-11-10,0,1,188
4170460,1 superhost special offer in nyc,21641206,veronica,Brooklyn,Bedford-Stuyvesant,40.6956,-73.94827,Private room,65,1,357,2019-06-22,6,4,321
4170796,modern and cozy flat w backyard,733543,monica,Manhattan,Harlem,40.80849,-73.9446,Entire home/apt,131,3,10,2019-07-01,0,1,12
4171272,clean bright 1bd in bushwick,21645208,grace,Brooklyn,Bushwick,40.69917,-73.93146,Entire home/apt,150,1,3,2016-01-02,0,1,0
4171406,private room in artists loft,6032480,anna,Brooklyn,Williamsburg,40.7095,-73.94945,Private room,55,2,86,2019-06-11,1,2,38
4171692,luxe new queen br near subways,17462748,steven,Brooklyn,Crown Heights,40.67412,-73.93833,Private room,70,5,92,2019-07-06,1,5,148
4172633,cozy one bedroom apt at the center of astoria,21652004,june,Queens,Astoria,40.75637,-73.92132,Entire home/apt,160,2,1,2017-07-03,0,1,0
4172947,your own 2bd  comfortable and unique  bedstuy,21653460,zoya,Brooklyn,Bedford-Stuyvesant,40.6942,-73.95269,Entire home/apt,95,7,69,2018-12-07,1,2,0
4173751,lovely apartment in harlem west,9197440,ana,Manhattan,Harlem,40.81619,-73.94003,Entire home/apt,99,3,5,2016-07-02,0,1,0
4174115,spacious soho loft,5739699,rosemary,Manhattan,SoHo,40.7244,-73.99763,Entire home/apt,500,3,3,2015-05-05,0,1,0
4174286,bushwick brprivate bathroom,21660125,chris,Brooklyn,Bushwick,40.69358,-73.91914,Private room,35,15,1,2016-04-15,0,1,0
4174847,quiet bedroom in a waste free household,21663531,dana,Queens,Ridgewood,40.7078,-73.90177,Private room,50,21,38,2018-09-30,0,2,245
4178152,modern private entrance bedroom nr ac subways,17462748,steven,Brooklyn,Crown Heights,40.67599,-73.93995,Private room,77,5,108,2019-06-28,2,5,129
4178851,lofty living heart of williamsburg,21680683,jenny,Brooklyn,Williamsburg,40.71961,-73.95837,Entire home/apt,380,3,105,2019-06-30,1,2,264
4179420,cozy victorian peace of mind,21682640,clarise,Brooklyn,Flatbush,40.64251,-73.9597,Private room,65,30,0,,0,2,365
4180643,luxury one bedroom apt in prime les location,21688467,avril,Manhattan,Lower East Side,40.71814,-73.98411,Entire home/apt,150,60,9,2019-03-27,0,1,210
4181598,huge 1bd renovated time square,1475015,mike,Manhattan,Hell's Kitchen,40.76239,-73.99227,Entire home/apt,125,30,0,,0,52,331
4182262,bedstuy brooklyn charm awaits u  3br apt,18049970,lou,Brooklyn,Bedford-Stuyvesant,40.68312,-73.92507,Entire home/apt,199,3,82,2019-07-07,1,2,269
4182568,williamsburgbrooklynprivatebedroom,3267848,june,Brooklyn,Williamsburg,40.70969,-73.96225,Private room,150,1,12,2019-06-02,0,1,180
4183424,charming west village 1 bdrm,9405848,susie,Manhattan,West Village,40.73314,-74.00475,Entire home/apt,145,3,11,2019-04-08,0,1,0
4183664,cozy room for 1,21705739,maha,Brooklyn,Crown Heights,40.67196,-73.93824,Private room,70,7,20,2016-01-21,0,1,364
4183801,colorful apt 25 mins to manhattan,21706654,katerina,Brooklyn,Bedford-Stuyvesant,40.68454,-73.93178,Entire home/apt,120,30,131,2019-01-07,2,1,336
4183989,spring in the city zenstyle tranquil bedroom,919218,host sin nombre,Manhattan,Harlem,40.80606,-73.95061,Private room,86,3,34,2019-05-23,1,1,359
4187387,beautiful studio in posh upper east,20289059,cristina,Manhattan,Upper East Side,40.7661,-73.9573,Entire home/apt,139,2,160,2019-06-27,2,1,248
4187653,great deal,12360407,firas,Brooklyn,Bay Ridge,40.62433,-74.02892,Private room,85,2,1,2015-05-09,0,1,0
4187747,upper east landmark bldingwalk to central park,5309160,elizabeth and roberto,Manhattan,Upper East Side,40.77065,-73.95064,Entire home/apt,94,30,15,2016-02-21,0,1,309
4188351,cozy charming private apt in brooklyn,610819,brian,Brooklyn,Bedford-Stuyvesant,40.69389,-73.93058,Entire home/apt,116,2,148,2019-06-16,2,1,0
4188807,spacious bedroom in a brooklyn house,4152484,oates  bill,Brooklyn,Prospect-Lefferts Gardens,40.66018,-73.96005,Private room,72,1,229,2019-06-24,3,1,20
4189428,gorgeous park slope space & light,21734605,jenn,Brooklyn,Park Slope,40.67925,-73.97463,Entire home/apt,95,4,0,,0,2,0
4190301,cool room while im away,21739563,redding,Brooklyn,Bedford-Stuyvesant,40.69525,-73.93768,Private room,100,1,0,,0,1,0
4191257,spacious 2 story apt in midtown,17106992,alejandro,Manhattan,Murray Hill,40.74643,-73.97536,Entire home/apt,200,1,1,2014-10-27,0,1,0
4192400,privatecozy room w superhost 0 cleaning fee,21751476,grace,Brooklyn,Bushwick,40.69233,-73.90579,Private room,72,1,360,2019-07-07,6,1,66
4194010,idealistic inwood,21759005,alaina,Manhattan,Inwood,40.86496,-73.9262,Entire home/apt,100,3,15,2018-01-02,0,1,0
4194494,unique fullfloor 2br2bath in the heart of soho,10367443,j,Manhattan,SoHo,40.72149,-73.99815,Entire home/apt,900,3,10,2018-12-30,0,1,0
4195677,clean private room in safe area near manhattan,191324,keith,Queens,Sunnyside,40.74944,-73.91361,Private room,80,2,76,2019-06-24,1,2,102
4196039,artists studio apartment,21768291,jo,Brooklyn,Greenpoint,40.72401,-73.94016,Entire home/apt,75,2,0,,0,1,0
4197760,stylish 1 bedroom very quiet upper east side apt,21777274,kelly,Manhattan,Upper East Side,40.76169,-73.95682,Entire home/apt,92,4,179,2019-06-17,3,1,245
4198391,manhattan 1bedroom east village,7805184,valeria,Manhattan,East Village,40.72956,-73.98275,Entire home/apt,160,3,0,,0,1,0
4198695,large and furnished,21782731,marley,Brooklyn,Midwood,40.62735,-73.95704,Private room,50,7,7,2016-07-31,0,1,364
4199411,greenwich village living,21787420,mo,Manhattan,East Village,40.73062,-73.99122,Entire home/apt,350,2,0,,0,1,0
4199782,park slopes  pied  terre 1bedroom apt,21789707,alexandre,Brooklyn,South Slope,40.6656,-73.98575,Entire home/apt,135,2,128,2019-04-24,2,1,245
4201905,sunny 1 bedroom financial district,4738242,meghna,Manhattan,Financial District,40.70956,-74.01341,Entire home/apt,160,7,3,2015-01-03,0,1,0
4203460,1 br near empire state building,12419083,andre,Manhattan,Kips Bay,40.7444,-73.98031,Entire home/apt,270,1,0,,0,1,0
4204083,the white house,21811394,hazel,Brooklyn,Bedford-Stuyvesant,40.6789,-73.94001,Entire home/apt,129,1,223,2019-06-20,3,1,230
4204302,prime w village location 1 bdrm,17550546,genevieve,Manhattan,Greenwich Village,40.73293,-73.99782,Entire home/apt,180,1250,2,2014-11-09,0,1,365
4204988,charming soho one bedroom  loft,1162642,emily,Manhattan,NoHo,40.72577,-73.99337,Entire home/apt,350,2,0,,0,2,0
4205232,private room in brooklyn,6468894,cherngmao,Brooklyn,Williamsburg,40.71564,-73.95107,Private room,75,1,10,2016-04-19,0,1,0
4205816,spacious  south slope apartment,20312973,diana,Brooklyn,Sunset Park,40.66423,-73.99565,Entire home/apt,119,5,6,2015-12-27,0,1,0
4206034,clean and huge studio in safe area,18382740,takao & aiko,Staten Island,Tompkinsville,40.63481,-74.09591,Entire home/apt,99,7,35,2019-05-30,0,1,326
4206087,spacious artists studio,2423107,brad,Brooklyn,Prospect-Lefferts Gardens,40.66066,-73.95965,Entire home/apt,120,1,4,2015-05-03,0,1,0
4208547,sweet luxe bed wprivate backyard,17462748,steven,Brooklyn,Crown Heights,40.67417,-73.94028,Private room,73,5,102,2019-07-06,1,5,147
4209106,bright private apartment w manhattan views,4218058,jessica,Brooklyn,Fort Greene,40.68526,-73.97154,Entire home/apt,500,7,11,2018-07-31,0,2,173
4209595,alojamiento sin nombre,20700823,jesse,Manhattan,Greenwich Village,40.73473,-73.99244,Entire home/apt,225,1,1,2015-01-01,0,1,0
4211276,beautiful spacious brooklyn home,21064917,alissa,Brooklyn,Prospect-Lefferts Gardens,40.66302,-73.95198,Entire home/apt,275,3,3,2015-01-01,0,1,0
4211510,simple astoria room 20mintomanhattan,1172202,funda,Queens,Ditmars Steinway,40.76989,-73.90735,Private room,50,1,127,2019-06-20,2,5,52
4215595,lowereastside apt share shortterm 3,7549,ben,Manhattan,Lower East Side,40.71329,-73.99047,Shared room,40,1,88,2019-05-19,1,4,197
4216183,cozy and vibey apt in williamsburg,14565233,gabriela,Brooklyn,Williamsburg,40.71543,-73.94159,Entire home/apt,115,2,3,2015-01-04,0,1,0
4216435,cozy hideaway,1361993,daniel,Bronx,Kingsbridge,40.88399,-73.89502,Entire home/apt,110,2,0,,0,1,0
4216745,sunlit private room  spacious prewar apartment,21881605,julie,Brooklyn,Crown Heights,40.67658,-73.9444,Private room,100,1,0,,0,2,83
4216774,stay in the heart of williamsburg,15243531,amanda,Brooklyn,Williamsburg,40.71722,-73.95862,Entire home/apt,150,2,4,2015-11-16,0,1,0
4216813,penthouse wterrace williamsburg,9904977,matt,Brooklyn,Greenpoint,40.72309,-73.93767,Entire home/apt,200,3,95,2019-06-26,1,1,358
4217268,1 bedroom apartment in washington heights  summer,21886798,robert,Manhattan,Washington Heights,40.84261,-73.93771,Entire home/apt,75,7,1,2018-08-12,0,1,0
4217758,beautiful apartment in bushwickridgewood,10618980,lumin and hendrik,Queens,Ridgewood,40.70729,-73.91697,Entire home/apt,98,2,157,2019-07-05,2,1,15
4218034,urban jungle garden duplex,6841194,eric,Brooklyn,Bedford-Stuyvesant,40.68266,-73.91971,Entire home/apt,199,2,222,2019-07-04,3,2,238
